,Pred_Pollutant
2020-06-18 08:00:00,3.746798694150645e-42
2020-06-18 09:00:00,3.648316511745017e-42
2020-06-18 10:00:00,3.5524228698624007e-42
2020-06-18 11:00:00,3.459049730387923e-42
2020-06-18 12:00:00,3.368130843544595e-42
2020-06-18 13:00:00,3.279601700888005e-42
2020-06-18 14:00:00,3.193399489536515e-42
2020-06-18 15:00:00,3.109463047604487e-42
2020-06-18 16:00:00,3.0277328208069245e-42
2020-06-18 17:00:00,2.948150820204724e-42
2020-06-18 18:00:00,2.8706605810605774e-42
2020-06-18 19:00:00,2.7952071227763052e-42
2020-06-18 20:00:00,2.7217369098832235e-42
2020-06-18 21:00:00,2.6501978140578436e-42
2020-06-18 22:00:00,2.580539077135975e-42
2020-06-18 23:00:00,2.5127112750989697e-42
2020-06-19 00:00:00,2.4466662830065738e-42
2020-06-19 01:00:00,2.382357240851487e-42
2020-06-19 02:00:00,2.31973852031142e-42
2020-06-19 03:00:00,2.2587656923750475e-42
2020-06-19 04:00:00,2.199395495818896e-42
2020-06-19 05:00:00,2.1415858065127947e-42
2020-06-19 06:00:00,2.0852956075321125e-42
2020-06-19 07:00:00,2.0304849600555768e-42
2020-06-19 08:00:00,1.9771149750280222e-42
2020-06-19 09:00:00,1.9251477855679678e-42
2020-06-19 10:00:00,1.874546520100442e-42
2020-06-19 11:00:00,1.825275276195993e-42
2020-06-19 12:00:00,1.7772990950973263e-42
2020-06-19 13:00:00,1.7305839369154925e-42
2020-06-19 14:00:00,1.685096656478026e-42
2020-06-19 15:00:00,1.6408049798118998e-42
2020-06-19 16:00:00,1.5976774812446115e-42
2020-06-19 17:00:00,1.5556835611071528e-42
2020-06-19 18:00:00,1.5147934240230402e-42
2020-06-19 19:00:00,1.474978057768008e-42
2020-06-19 20:00:00,1.4362092126853556e-42
2020-06-19 21:00:00,1.3984593816423545e-42
2020-06-19 22:00:00,1.3617017805134833e-42
2020-06-19 23:00:00,1.3259103291766515e-42
2020-06-20 00:00:00,1.2910596330089238e-42
2020-06-20 01:00:00,1.257124964868619e-42
2020-06-20 02:00:00,1.2240822475509951e-42
2020-06-20 03:00:00,1.191908036705078e-42
2020-06-20 04:00:00,1.1605795041995084e-42
2020-06-20 05:00:00,1.1300744219256075e-42
2020-06-20 06:00:00,1.1003711460261688e-42
2020-06-20 07:00:00,1.0714486015387859e-42
2020-06-20 08:00:00,1.04328626744282e-42
2020-06-20 09:00:00,1.0158641620993987e-42
2020-06-20 10:00:00,9.891628290741148e-43
2020-06-20 11:00:00,9.631633233323664e-43
2020-06-20 12:00:00,9.378471977975432e-43
2020-06-20 13:00:00,9.131964902625223e-43
2020-06-20 14:00:00,8.89193710645188e-43
2020-06-20 15:00:00,8.658218285789304e-43
2020-06-20 16:00:00,8.4306426132932e-43
2020-06-20 17:00:00,8.209048620283862e-43
2020-06-20 18:00:00,7.993279082181486e-43
2020-06-20 19:00:00,7.78318090695274e-43
2020-06-20 20:00:00,7.578605026489463e-43
2020-06-20 21:00:00,7.379406290842378e-43
2020-06-20 22:00:00,7.185443365234834e-43
2020-06-20 23:00:00,6.996578629783442e-43
2020-06-21 00:00:00,6.812678081854525e-43
2020-06-21 01:00:00,6.6336112409870246e-43
2020-06-21 02:00:00,6.459251056314493e-43
2020-06-21 03:00:00,6.289473816420392e-43
2020-06-21 04:00:00,6.124159061562832e-43
2020-06-21 05:00:00,5.9631894982063875e-43
2020-06-21 06:00:00,5.806450915800423e-43
2020-06-21 07:00:00,5.653832105744811e-43
2020-06-21 08:00:00,5.505224782485622e-43
2020-06-21 09:00:00,5.360523506684724e-43
2020-06-21 10:00:00,5.219625610408859e-43
2020-06-21 11:00:00,5.082431124285043e-43
2020-06-21 12:00:00,4.9488427065706635e-43
2020-06-21 13:00:00,4.8187655740879044e-43
2020-06-21 14:00:00,4.6921074349735296e-43
2020-06-21 15:00:00,4.5687784231962844e-43
2020-06-21 16:00:00,4.4486910347954734e-43
2020-06-21 17:00:00,4.331760065795462e-43
2020-06-21 18:00:00,4.217902551752052e-43
2020-06-21 19:00:00,4.107037708887849e-43
2020-06-21 20:00:00,3.9990868767748425e-43
2020-06-21 21:00:00,3.8939734625235384e-43
2020-06-21 22:00:00,3.791622886439051e-43
2020-06-21 23:00:00,3.691962529105577e-43
2020-06-22 00:00:00,3.594921679861728e-43
2020-06-22 01:00:00,3.5004314866301566e-43
2020-06-22 02:00:00,3.408424907065875e-43
2020-06-22 03:00:00,3.318836660988608e-43
2020-06-22 04:00:00,3.2316031840654338e-43
2020-06-22 05:00:00,3.146662582710845e-43
2020-06-22 06:00:00,3.063954590172232e-43
2020-06-22 07:00:00,2.983420523769631e-43
2020-06-22 08:00:00,2.9050032432593995e-43
2020-06-22 09:00:00,2.8286471102922747e-43
2020-06-22 10:00:00,2.754297948937048e-43
2020-06-22 11:00:00,2.6819030072418533e-43
2020-06-22 12:00:00,2.6114109198057888e-43
2020-06-22 13:00:00,2.5427716713343235e-43
2020-06-22 14:00:00,2.475936561152622e-43
2020-06-22 15:00:00,2.4108581686516154e-43
2020-06-22 16:00:00,2.3474903196422976e-43
2020-06-22 17:00:00,2.2857880535943834e-43
2020-06-22 18:00:00,2.225707591736071e-43
2020-06-22 19:00:00,2.167206305992286e-43
2020-06-22 20:00:00,2.1102426887393593e-43
2020-06-22 21:00:00,2.054776323354687e-43
2020-06-22 22:00:00,2.0007678555404705e-43
2020-06-22 23:00:00,1.9481789654011987e-43
2020-06-23 00:00:00,1.8969723402550496e-43
2020-06-23 01:00:00,1.847111648159933e-43
2020-06-23 02:00:00,1.7985615121353754e-43
2020-06-23 03:00:00,1.751287485061975e-43
2020-06-23 04:00:00,1.7052560252406018e-43
2020-06-23 05:00:00,1.660434472594013e-43
2020-06-23 06:00:00,1.6167910254939899e-43
2020-06-23 07:00:00,1.5742947181975613e-43
2020-06-23 08:00:00,1.5329153988762982e-43
2020-06-23 09:00:00,1.4926237082230982e-43
2020-06-23 10:00:00,1.453391058621272e-43
2020-06-23 11:00:00,1.4151896138611613e-43
2020-06-23 12:00:00,1.377992269389891e-43
2020-06-23 13:00:00,1.3417726330802421e-43
2020-06-23 14:00:00,1.3065050065050052e-43
2020-06-23 15:00:00,1.2721643667035225e-43
2020-06-23 16:00:00,1.2387263484274864e-43
2020-06-23 17:00:00,1.206167226853396e-43
2020-06-23 18:00:00,1.1744639007494043e-43
2020-06-23 19:00:00,1.1435938760846154e-43
2020-06-23 20:00:00,1.1135352500691987e-43
2020-06-23 21:00:00,1.0842666956140008e-43
2020-06-23 22:00:00,1.055767446198624e-43
2020-06-23 23:00:00,1.02801728113724e-43
2020-06-24 00:00:00,1.0009965112316801e-43
2020-06-24 01:00:00,9.746859648016263e-44
2020-06-24 02:00:00,9.490669740819875e-44
2020-06-24 03:00:00,9.241213619778153e-44
2020-06-24 04:00:00,8.998314291673552e-44
2020-06-24 05:00:00,8.76179941544088e-44
2020-06-24 06:00:00,8.531501179888465e-44
2020-06-24 07:00:00,8.30725618463337e-44
2020-06-24 08:00:00,8.088905324166123e-44
2020-06-24 09:00:00,7.876293674962757e-44
2020-06-24 10:00:00,7.669270385564011e-44
2020-06-24 11:00:00,7.467688569543756e-44
2020-06-24 12:00:00,7.271405201290644e-44
2020-06-24 13:00:00,7.080281014529104e-44
2020-06-24 14:00:00,6.894180403507611e-44
2020-06-24 15:00:00,6.712971326784196e-44
2020-06-24 16:00:00,6.536525213540852e-44
2020-06-24 17:00:00,6.364716872360447e-44
2020-06-24 18:00:00,6.197424402401345e-44
2020-06-24 19:00:00,6.034529106906761e-44
2020-06-24 20:00:00,5.875915408987454e-44
2020-06-24 21:00:00,5.721470769618026e-44
2020-06-24 22:00:00,5.571085607788636e-44
2020-06-24 23:00:00,5.424653222755472e-44
2020-06-25 00:00:00,5.282069718334827e-44
2020-06-25 01:00:00,5.14323392918704e-44
2020-06-25 02:00:00,5.008047349038027e-44
2020-06-25 03:00:00,4.876414060787458e-44
2020-06-25 04:00:00,4.748240668454004e-44
2020-06-25 05:00:00,4.62343623090935e-44
2020-06-25 06:00:00,4.501912197353972e-44
2020-06-25 07:00:00,4.3835823444888853e-44
2020-06-25 08:00:00,4.2683627153388027e-44
2020-06-25 09:00:00,4.1561715596832755e-44
2020-06-25 10:00:00,4.0469292760535705e-44
2020-06-25 11:00:00,3.9405583552541186e-44
2020-06-25 12:00:00,3.83698332536847e-44
2020-06-25 13:00:00,3.736130698210726e-44
2020-06-25 14:00:00,3.637928917184466e-44
2020-06-25 15:00:00,3.542308306512163e-44
2020-06-25 16:00:00,3.449201021799077e-44
2020-06-25 17:00:00,3.3585410018965397e-44
2020-06-25 18:00:00,3.2702639220304864e-44
2020-06-25 19:00:00,3.1843071481619707e-44
2020-06-25 20:00:00,3.100609692547285e-44
2020-06-25 21:00:00,3.019112170466152e-44
2020-06-25 22:00:00,2.939756758087292e-44
2020-06-25 23:00:00,2.862487151441461e-44
2020-06-26 00:00:00,2.7872485264728646e-44
2020-06-26 01:00:00,2.7139875001405844e-44
2020-06-26 02:00:00,2.642652092542437e-44
2020-06-26 03:00:00,2.5731916900343757e-44
2020-06-26 04:00:00,2.505557009319281e-44
2020-06-26 05:00:00,2.4397000624796483e-44
2020-06-26 06:00:00,2.3755741229293755e-44
2020-06-26 07:00:00,2.313133692260479e-44
2020-06-26 08:00:00,2.252334467961229e-44
2020-06-26 09:00:00,2.1931333119827847e-44
2020-06-26 10:00:00,2.1354882201320442e-44
2020-06-26 11:00:00,2.0793582922689751e-44
2020-06-26 12:00:00,2.0247037032872975e-44
2020-06-26 13:00:00,1.9714856748579118e-44
2020-06-26 14:00:00,1.9196664479150417e-44
2020-06-26 15:00:00,1.869209255865552e-44
2020-06-26 16:00:00,1.8200782985024504e-44
2020-06-26 17:00:00,1.7722387166040486e-44
2020-06-26 18:00:00,1.7256565672007746e-44
2020-06-26 19:00:00,1.6802987994920763e-44
2020-06-26 20:00:00,1.6361332313963366e-44
2020-06-26 21:00:00,1.5931285267171567e-44
2020-06-26 22:00:00,1.5512541729098097e-44
2020-06-26 23:00:00,1.510480459432089e-44
2020-06-27 00:00:00,1.4707784566641895e-44
2020-06-27 01:00:00,1.4321199953826693e-44
2020-06-27 02:00:00,1.3944776467739202e-44
2020-06-27 03:00:00,1.3578247029729742e-44
2020-06-27 04:00:00,1.3221351581138354e-44
2020-06-27 05:00:00,1.2873836898778889e-44
2020-06-27 06:00:00,1.2535456415273018e-44
2020-06-27 07:00:00,1.2205970044106607e-44
2020-06-27 08:00:00,1.1885144009284407e-44
2020-06-27 09:00:00,1.1572750679462123e-44
2020-06-27 10:00:00,1.1268568406438245e-44
2020-06-27 11:00:00,1.0972381367891e-44
2020-06-27 12:00:00,1.0683979414248885e-44
2020-06-27 13:00:00,1.0403157919586073e-44
2020-06-27 14:00:00,1.012971763643697e-44
2020-06-27 15:00:00,9.86346455442685e-45
2020-06-27 16:00:00,9.604209762618317e-45
2020-06-27 17:00:00,9.351769315475877e-45
2020-06-27 18:00:00,9.105964102353574e-45
2020-06-27 19:00:00,8.866619720413034e-45
2020-06-27 20:00:00,8.63356635088179e-45
2020-06-27 21:00:00,8.406638638564068e-45
2020-06-27 22:00:00,8.185675574518552e-45
2020-06-27 23:00:00,7.970520381819902e-45
2020-06-28 00:00:00,7.761020404322949e-45
2020-06-28 01:00:00,7.557026998350652e-45
2020-06-28 02:00:00,7.358395427228962e-45
2020-06-28 03:00:00,7.164984758593779e-45
2020-06-28 04:00:00,6.976657764397113e-45
2020-06-28 05:00:00,6.793280823541539e-45
2020-06-28 06:00:00,6.614723827073829e-45
2020-06-28 07:00:00,6.440860085870509e-45
2020-06-28 08:00:00,6.271566240749848e-45
2020-06-28 09:00:00,6.106722174946487e-45
2020-06-28 10:00:00,5.946210928886627e-45
2020-06-28 11:00:00,5.789918617203277e-45
2020-06-28 12:00:00,5.63773434793273e-45
2020-06-28 13:00:00,5.4895501438348745e-45
2020-06-28 14:00:00,5.345260865781588e-45
2020-06-28 15:00:00,5.2047641381587794e-45
2020-06-28 16:00:00,5.067960276229223e-45
2020-06-28 17:00:00,4.934752215404586e-45
2020-06-28 18:00:00,4.805045442376519e-45
2020-06-28 19:00:00,4.6787479280579026e-45
2020-06-28 20:00:00,4.555770062286705e-45
2020-06-28 21:00:00,4.4360245902460915e-45
2020-06-28 22:00:00,4.319426550555704e-45
2020-06-28 23:00:00,4.205893214990161e-45
2020-06-29 00:00:00,4.0953440297820254e-45
2020-06-29 01:00:00,3.9877005584675817e-45
2020-06-29 02:00:00,3.882886426234876e-45
2020-06-29 03:00:00,3.780827265734531e-45
2020-06-29 04:00:00,3.6814506643148895e-45
2020-06-29 05:00:00,3.5846861126440474e-45
2020-06-29 06:00:00,3.490464954682327e-45
2020-06-29 07:00:00,3.398720338969685e-45
2020-06-29 08:00:00,3.309387171193504e-45
2020-06-29 09:00:00,3.22240206800311e-45
2020-06-29 10:00:00,3.13770331203824e-45
2020-06-29 11:00:00,3.055230808139563e-45
2020-06-29 12:00:00,2.974926040710176e-45
2020-06-29 13:00:00,2.8967320321978266e-45
2020-06-29 14:00:00,2.8205933026684025e-45
2020-06-29 15:00:00,2.746455830442008e-45
2020-06-29 16:00:00,2.674267013763693e-45
2020-06-29 17:00:00,2.603975633481643e-45
2020-06-29 18:00:00,2.53553181670635e-45
2020-06-29 19:00:00,2.468887001424979e-45
2020-06-29 20:00:00,2.4039939020458193e-45
2020-06-29 21:00:00,2.340806475848383e-45
2020-06-29 22:00:00,2.2792798903153336e-45
2020-06-29 23:00:00,2.2193704913230828e-45
2020-06-30 00:00:00,2.161035772168469e-45
2020-06-30 01:00:00,2.1042343434095563e-45
2020-06-30 02:00:00,2.048925903499142e-45
2020-06-30 03:00:00,1.995071210190149e-45
2020-06-30 04:00:00,1.9426320526926032e-45
2020-06-30 05:00:00,1.8915712245624542e-45
2020-06-30 06:00:00,1.841852497302988e-45
2020-06-30 07:00:00,1.793440594660117e-45
2020-06-30 08:00:00,1.746301167593295e-45
2020-06-30 09:00:00,1.70040076990431e-45
2020-06-30 10:00:00,1.6557068345066548e-45
2020-06-30 11:00:00,1.6121876503186467e-45
2020-06-30 12:00:00,1.5698123397638916e-45
2020-06-30 13:00:00,1.528550836863138e-45
2020-06-30 14:00:00,1.48837386590197e-45
2020-06-30 15:00:00,1.4492529206592056e-45
2020-06-30 16:00:00,1.4111602441812652e-45
2020-06-30 17:00:00,1.374068809088157e-45
2020-06-30 18:00:00,1.3379522983971065e-45
2020-06-30 19:00:00,1.3027850868502251e-45
2020-06-30 20:00:00,1.268542222732968e-45
2020-06-30 21:00:00,1.2351994101704825e-45
2020-06-30 22:00:00,1.2027329918892863e-45
2020-06-30 23:00:00,1.1711199324320422e-45
